Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,pur_prc_amt,DTI Ratio,OUTCOME,Median_state_inc
31,320950,98,685,Y,636,1156,59360,0.550173,non-default,"44,228"
50,145600,80,616,N,0,5025,165000,0,non-default,"56,772"
29,216000,90,763,N,1174,2292,90720,0.512216,non-default,"44,476"
33,127000,100,678,N,1196,6198,127000,0.192965,non-default,"43,725"
37,368000,80,776,N,0,5025,150000,0,non-default,"40,171"
21,204300,90,642,N,969,3176,36800,0.305101,non-default,"38,111"
24,71900,100,752,N,2288,8103,214500,0.282365,non-default,"42,590"
22,204750,99,706,N,953,2809,118000,0.339267,non-default,"37,396"
37,192000,100,648,Y,1393,3130,86520,0.445048,non-default,"46,984"
37,195000,75,780,Y,2843,9538,420500,0.298071,non-default,"44,228"
44,137750,95,777,N,840,3393,119365,0.247569,non-default,"39,326"
30,212882,97,685,N,463,4370,67000,0.10595,non-default,"39,000"
29,100900,100,800,Y,2277,5568,278866,0.408944,non-default,"44,228"
37,170000,87,645,N,0,5025,305000,0,non-default,"56,772"
37,96951,97,613,Y,2966,7374,303000,0.402224,non-default,"53,275"
36,164000,80,580,Y,1502,4778,94500,0.314357,non-default,"40,171"
33,219350,90,710,N,1782,3048,108000,0.584646,non-default,"53,275"
34,150550,97,686,N,786,2229,81000,0.352624,non-default,"49,894"
32,131950,102,771,N,2124,4807,219690,0.441856,non-default,"49,894"
41,235000,100,727,Y,1192,1797,90000,0.663328,non-default,"48,688"
57,157700,80,657,Y,1071,2600,89000,0.411923,non-default,"40,171"
49,61750,100,618,N,4826,8160,164327,0.591422,non-default,"42,590"
25,49000,100,723,N,2575,7916,194500,0.325291,non-default,"51,022"
31,130850,100,790,N,1888,5003,213500,0.377374,non-default,"48,688"
41,140700,100,690,Y,1887,4550,161095,0.414725,non-default,"55,914"
67,117600,80,694,N,1325,5000,131500,0.265,non-default,"53,275"
40,161500,95,780,N,1276,2073,140000,0.615533,non-default,"40,171"
38,159000,99,592,Y,1733,4086,114900,0.424131,non-default,"43,003"
35,222378,92,710,Y,0,5025,135000,0,non-default,"40,171"
25,124400,80,661,N,1285,5580,108000,0.230287,non-default,"38,550"
37,80000,97,664,N,1679,3999,139374,0.419855,non-default,"43,217"
47,45450,97,714,N,3259,6133,311195,0.531388,non-default,"49,894"
38,118500,100,641,N,2022,2987,169900,0.676933,non-default,"43,217"
37,136800,95,631,N,0,5025,297053,0,non-default,"56,763"
61,75000,79,630,N,5355,10000,317000,0.5355,non-default,"53,275"
41,139000,94,689,Y,2801,4413,270000,0.634716,non-default,"40,171"
34,112575,95,794,N,3124,6450,425000,0.484341,non-default,"44,228"
36,185400,90,701,N,4252,12605,220000,0.337326,non-default,"43,217"
25,182200,80,634,Y,1643,4813,157900,0.341367,non-default,"43,988"
26,83420,97,666,N,2692,6604,184687,0.407632,non-default,"42,590"
38,235450,97,798,N,1096,2167,127000,0.505768,non-default,"43,988"
30,71000,100,696,N,0,4800,255000,0,non-default,"49,894"
29,302100,95,657,N,3462,15593,314000,0.222023,non-default,"56,772"
44,204250,95,756,N,911,1000,63200,0.911,non-default,"44,160"
45,294770,80,723,N,526,1382,82000,0.380608,non-default,"38,111"
37,92000,100,774,N,1701,5737,149000,0.296496,non-default,"43,988"
37,192850,95,749,N,3148,9750,299000,0.322872,non-default,"56,763"
21,147500,97,591,N,2343,7722,155315,0.303419,non-default,"41,275"
29,62321,102,719,N,1976,2617,130000,0.755063,non-default,"42,590"
37,221000,85,624,N,7610,5025,247347,1.514523,non-default,"40,171"
63,108900,84,633,N,2108,5998,192125,0.35145,non-default,"43,217"
27,148500,99,672,N,1036,4500,118000,0.230222,non-default,"44,476"
26,138670,100,667,N,2153,6302,177900,0.341638,non-default,"40,171"
37,166950,63,662,N,1705,3300,120000,0.516667,non-default,"50,614"
39,116350,95,767,N,1494,3053,131500,0.489355,non-default,"43,217"
27,220883,95,736,N,2321,3336,190000,0.695743,non-default,"56,763"
34,162000,100,510,Y,1025,2796,133400,0.366595,non-default,"43,217"
37,91000,77,774,N,2993,5416,300000,0.552622,non-default,"43,217"
58,117000,100,767,N,1091,4155,131500,0.262575,non-default,"49,894"
45,110400,80,653,N,1860,5917,204000,0.314348,non-default,"53,275"
40,139000,100,605,N,2615,5304,177820,0.493024,default,"39,000"
36,62900,100,666,N,0,6000,62900,0,non-default,"49,894"
45,174900,100,676,N,1140,3343,98000,0.341011,non-default,"40,171"
34,216000,90,749,N,2183,5020,265000,0.434861,non-default,"56,763"
30,243390,95,658,Y,1067,2166,106000,0.492613,non-default,"40,171"
44,184500,90,674,N,988,5025,108500,0.196629,default,"39,000"
37,114400,90,690,N,1845,5700,210000,0.323684,non-default,"56,772"
71,50000,100,697,N,1728,6645,50000,0.260045,non-default,"42,519"
37,173500,100,674,N,1106,3067,142000,0.360613,non-default,"44,476"
37,251100,90,747,N,714,2513,85000,0.284123,non-default,"40,171"
37,116000,100,775,N,2918,6082,117000,0.479776,non-default,"38,111"
44,255000,80,730,N,1775,3512,153821,0.50541,non-default,"43,217"
31,127800,80,602,N,2486,5095,260572,0.487929,non-default,"43,217"
46,99600,95,714,Y,2046,3692,162900,0.554171,non-default,"43,217"
36,96500,100,711,N,1890,5454,176900,0.346535,non-default,"53,275"
37,131300,80,617,N,1516,4340,200000,0.349309,non-default,"56,763"
28,123150,97,760,N,2145,6997,231517,0.30656,non-default,"53,275"
34,265000,89,684,N,1781,3149,175837,0.565576,non-default,"46,984"
38,146610,90,744,N,2995,3401,185000,0.880623,non-default,"44,476"
58,62400,80,694,Y,1609,4020,46500,0.400249,non-default,"41,275"
31,294753,95,622,N,1709,5025,98000,0.340121,non-default,"56,772"
76,65450,95,713,N,2652,6480,197000,0.409259,non-default,"49,894"
38,209700,90,518,Y,2512,4000,291000,0.628,non-default,"49,894"
55,98000,98,739,Y,1040,2959,125000,0.35147,non-default,"46,199"
37,144000,80,669,Y,1539,3600,134000,0.4275,non-default,"40,171"
37,130700,98,788,Y,1775,4000,218000,0.44375,non-default,"49,894"
32,86782,102,600,Y,1619,5722,168000,0.282943,non-default,"39,000"
56,152000,80,733,N,1596,10167,282175,0.156978,non-default,"40,171"
27,92300,100,752,N,2752,7950,279800,0.346164,non-default,"48,688"
59,122000,80,600,Y,455,1370,39900,0.332117,non-default,"43,725"
65,112300,94,679,N,1954,4861,119300,0.401975,non-default,"42,590"
32,245900,95,731,Y,908,2170,112303,0.418433,non-default,"43,217"
33,58900,95,690,N,1399,3841,90000,0.364228,non-default,"39,594"
37,121950,100,724,N,2706,5582,212000,0.484772,non-default,"49,894"
37,126100,97,745,N,2366,4860,175000,0.486831,non-default,"38,550"
40,32205,95,752,N,3651,8419,380000,0.433662,non-default,"40,171"
33,181450,95,727,N,1251,2773,179012,0.451136,non-default,"43,217"
51,154950,100,617,Y,1593,3416,120800,0.466335,default,"40,171"
42,44000,100,790,N,1884,8397,152500,0.224366,non-default,"42,617"
42,82400,80,756,N,939,3500,150000,0.268286,non-default,"46,984"
74,255075,95,745,Y,4271,9913,622000,0.430848,non-default,"44,228"
33,205650,100,744,N,3151,4333,289525,0.72721,non-default,"41,275"
28,176525,95,779,N,655,2066,98000,0.317038,non-default,"39,000"
35,216684,95,799,N,645,2500,78500,0.258,non-default,"40,171"
44,117740,102,796,N,1117,4000,144001,0.27925,non-default,"43,988"
27,258000,100,796,N,2205,3916,122500,0.563075,non-default,"46,199"
33,216000,80,758,N,1308,5907,152500,0.221432,non-default,"44,160"
54,186000,80,684,N,1807,2917,228000,0.619472,non-default,"49,894"
25,114250,98,628,N,1139,4000,128500,0.28475,non-default,"42,617"
37,287935,95,720,Y,1471,3332,190000,0.441477,non-default,"43,217"
37,110400,80,662,N,2324,9000,283500,0.258222,non-default,"46,984"
25,177500,100,675,Y,713,2354,91000,0.302889,non-default,"53,275"
34,150052,95,635,N,1019,3537,90500,0.288097,non-default,"53,275"
34,129920,102,703,N,0,5650,290000,0,non-default,"52,354"
47,239650,90,685,N,0,5025,295000,0,non-default,"56,772"
38,278500,95,654,N,0,5025,198000,0,non-default,"40,171"
23,123200,80,717,N,1762,8000,150000,0.22025,non-default,"52,354"
37,246000,85,778,N,609,2566,68900,0.237334,non-default,"40,171"
37,193800,95,802,N,457,1800,71500,0.253889,non-default,"42,617"
87,265500,90,670,N,1153,2678,54600,0.430545,non-default,"40,171"
31,179553,102,633,Y,1855,3175,159900,0.584252,non-default,"56,763"
30,130000,90,631,Y,1994,4163,151000,0.478982,non-default,"49,894"
42,177560,90,672,Y,1871,3402,175000,0.549971,non-default,"52,354"
30,54500,100,610,N,6238,8276,215000,0.753746,non-default,"45,787"
39,373500,90,676,N,3090,12035,350000,0.256751,non-default,"44,228"
37,118500,95,716,N,596,2500,104000,0.2384,non-default,"44,160"
28,181000,72,698,N,3716,16666,375000,0.222969,non-default,"44,476"
37,320150,95,658,N,0,5025,255000,0,non-default,"40,171"
27,164950,98,639,Y,1618,3862,92300,0.418954,non-default,"43,217"
52,256000,80,664,N,2554,4551,400000,0.561195,non-default,"43,217"
24,109250,95,718,Y,715,2615,66000,0.273423,non-default,"43,988"
41,61750,95,717,Y,2678,5833,208000,0.459112,non-default,"45,787"
32,163200,97,682,Y,1023,2482,86000,0.412168,non-default,"43,003"
31,115000,100,616,Y,682,2773,95200,0.245943,non-default,"39,000"
28,212400,95,748,N,635,5000,88000,0.127,non-default,"40,171"
33,193800,95,769,N,1818,4293,172001,0.42348,non-default,"46,984"
48,138900,99,779,N,316,2111,42000,0.149692,non-default,"37,396"
25,158500,100,630,Y,1793,3753,137500,0.477751,non-default,"40,171"
40,120800,95,762,N,1175,5019,184228,0.23411,non-default,"40,171"
31,242000,90,545,N,1503,5025,184414,0.299123,non-default,"40,171"
46,45000,100,636,Y,2751,6192,335000,0.444283,non-default,"49,894"
70,139410,90,726,N,2904,7055,236000,0.411623,non-default,"48,688"
53,60000,42,713,Y,1990,5806,131524,0.342749,non-default,"39,000"
23,87400,100,690,Y,1408,4800,175000,0.293333,non-default,"44,286"
36,75660,97,755,N,1283,4250,187000,0.301882,non-default,"49,894"
27,185000,100,722,N,1583,5333,194800,0.296831,non-default,"43,003"
33,189000,100,607,N,813,2927,116450,0.277759,non-default,"43,217"
41,110750,100,650,N,1481,5501,111000,0.269224,non-default,"33,659"
24,52250,95,733,Y,2578,7607,312252,0.338898,non-default,"53,275"
52,132000,80,747,N,1353,3605,164000,0.375312,non-default,"49,894"
20,116900,100,647,N,3439,6089,180040,0.564789,non-default,"45,787"
25,120000,100,744,Y,3032,5843,242000,0.518912,non-default,"40,171"
48,87797,102,656,Y,1253,4910,85000,0.255193,non-default,"56,763"
28,155800,95,600,N,2334,4225,275000,0.552426,non-default,"45,787"
30,196550,95,682,N,2581,5025,105000,0.513664,non-default,"45,787"
27,165000,100,588,N,1278,3627,122500,0.352357,non-default,"38,550"
53,157500,100,691,Y,969,3666,140000,0.264321,non-default,"39,000"
37,246500,95,763,N,2314,9350,149000,0.247487,non-default,"41,275"
26,177650,80,662,Y,1576,4022,45000,0.391845,non-default,"43,988"
21,98000,98,682,N,1009,6800,98000,0.148382,non-default,"56,772"
50,80000,95,670,N,897,5025,106000,0.178519,non-default,"45,787"
28,144950,80,712,N,2775,4165,153453,0.666267,non-default,"43,217"
32,233900,78,738,N,893,2443,130000,0.365534,non-default,"40,171"
32,180162,102,768,N,327,2200,85000,0.148636,non-default,"49,894"
24,113393,97,675,N,1842,8305,277000,0.221794,non-default,"43,725"
30,124850,85,614,Y,1695,3853,181798,0.439917,non-default,"40,171"
37,246000,80,689,N,0,5025,185000,0,non-default,"40,171"
61,164000,80,714,N,1793,5535,202240,0.323939,non-default,"38,550"
27,127500,97,762,N,2269,5626,72001,0.403306,non-default,"42,519"
37,171500,70,709,Y,3876,8643,300000,0.448455,non-default,"49,894"
37,90000,100,645,N,2683,4766,189900,0.562946,non-default,"43,217"
38,320000,80,679,N,810,5025,110000,0.161204,default,"44,228"
37,134000,100,609,Y,1028,2833,53000,0.362866,non-default,"47,220"
26,112200,97,493,N,1379,4181,178000,0.329825,non-default,"45,787"
22,175000,100,757,N,1231,3110,137500,0.39582,non-default,"50,614"
37,134000,100,617,N,1311,2576,97500,0.508929,non-default,"40,171"
37,96200,83,649,N,2176,3544,134691,0.613995,non-default,"39,000"
37,66950,95,778,N,1195,4349,91700,0.274776,non-default,"40,171"
34,169746,90,765,N,2415,6708,262350,0.360018,non-default,"53,275"
35,145000,100,729,N,1188,3755,91000,0.316378,non-default,"40,171"
24,115300,100,753,N,845,6666,116900,0.126763,non-default,"44,286"
37,225000,100,777,N,1007,4257,155000,0.236552,non-default,"53,275"
37,368000,80,590,Y,984,1699,79000,0.579164,non-default,"40,171"
27,84150,90,622,Y,1821,3500,78000,0.520286,non-default,"55,970"
26,173750,95,666,N,1920,4656,148500,0.412371,non-default,"40,171"
28,122070,95,655,N,1967,3921,98953,0.501658,non-default,"42,590"
32,98100,90,700,N,489,3813,57000,0.128245,non-default,"53,275"
28,132250,97,633,Y,1483,3929,97500,0.37745,non-default,"43,988"
30,116000,90,652,Y,2165,2990,125723,0.72408,non-default,"41,275"
41,78900,99,698,N,2805,4764,175000,0.588791,non-default,"38,550"
40,100800,71,703,Y,0,7437,365000,0,non-default,"49,894"
37,130837,95,751,N,1202,4100,130837,0.293171,default,"42,590"
49,35150,95,732,N,3101,5225,201000,0.593493,non-default,"44,160"
35,140000,80,767,N,1795,12693,227300,0.141417,non-default,"50,614"
25,197094,100,711,N,756,2113,79000,0.357785,non-default,"39,000"
24,175750,95,752,N,919,27115,96000,0.033893,non-default,"39,000"
31,113400,97,664,N,774,4650,81500,0.166452,non-default,"39,326"
42,173000,100,752,N,1663,4092,163000,0.406403,non-default,"43,988"
33,237100,95,722,N,487,4100,56650,0.11878,non-default,"44,286"
29,114187,102,699,N,2485,6611,155000,0.375889,non-default,"43,217"
42,201566,95,759,Y,1038,2500,85000,0.4152,non-default,"45,787"
35,105000,100,696,N,3421,6000,134500,0.570167,non-default,"50,614"
21,123000,75,754,N,5301,36850,360000,0.143853,non-default,"44,228"
35,48500,97,769,N,3674,8277,400000,0.443881,non-default,"55,914"
40,139500,93,754,N,1466,4235,90000,0.346163,non-default,"44,476"
46,123500,95,749,N,3245,7083,221400,0.458139,non-default,"40,171"
35,238000,80,789,N,2133,12917,411000,0.165131,non-default,"39,000"
51,260000,68,700,N,1866,10417,280000,0.17913,non-default,"49,894"
40,66700,100,707,N,3132,8033,329000,0.389892,non-default,"49,894"
34,236400,100,649,N,1341,5025,129900,0.266882,non-default,"42,590"
53,170400,95,720,Y,1241,2288,180000,0.542395,non-default,"53,275"
78,60800,95,725,N,2558,6004,258900,0.426049,non-default,"49,894"
28,261900,97,595,N,1052,1648,62500,0.63835,non-default,"49,894"
37,116663,69,662,N,1052,2433,130000,0.432388,non-default,"38,550"
25,76400,100,760,N,2353,5547,137675,0.424193,non-default,"41,275"
32,168743,95,674,Y,1160,2758,93500,0.420595,non-default,"53,275"
34,127890,102,669,N,1635,4648,179400,0.351764,non-default,"55,970"
26,76500,90,783,Y,2343,6569,181360,0.356675,non-default,"40,171"
47,265500,90,667,N,900,5025,110000,0.179116,non-default,"40,171"
38,111600,90,563,Y,771,1776,90500,0.434122,non-default,"40,171"
43,158800,80,679,N,2659,5025,340000,0.529188,non-default,"40,171"
52,133650,90,671,N,856,2083,112500,0.410946,non-default,"39,000"
37,305000,100,747,N,2101,5025,275600,0.418136,non-default,"44,228"
38,135000,100,653,N,2545,6892,196884,0.369269,non-default,"45,787"
50,89000,100,653,N,2014,7248,175500,0.27787,non-default,"43,003"
38,19700,100,662,N,2297,7750,145935,0.296387,non-default,"40,171"
57,76000,95,693,Y,961,3277,91100,0.293256,non-default,"56,763"
32,149900,100,636,Y,1278,2961,116600,0.431611,non-default,"40,171"
20,248000,80,711,N,1014,3336,132000,0.303957,non-default,"38,550"
28,128250,95,728,N,1217,3242,114900,0.375386,non-default,"45,787"
33,69350,95,642,Y,1968,4291,148548,0.458634,non-default,"43,217"
50,68400,95,612,Y,2737,6067,181900,0.451129,non-default,"53,275"
58,173000,77,788,N,1742,5362,187000,0.324879,non-default,"43,217"
40,279992,80,717,N,541,1978,58000,0.273509,non-default,"40,171"
56,50800,95,645,Y,2256,4742,144800,0.475749,non-default,"56,763"
26,164000,100,700,N,1131,2583,86450,0.437863,non-default,"41,275"
46,150000,100,670,N,942,2574,113300,0.365967,non-default,"43,217"
44,140000,74,740,N,1827,11084,205875,0.164832,non-default,"39,000"
47,100000,100,781,N,2610,6826,169500,0.382362,non-default,"44,286"
40,286116,95,546,Y,973,2565,139000,0.379337,non-default,"43,217"
29,112000,100,781,Y,2240,6995,335000,0.320229,non-default,"44,228"
40,119000,100,787,N,958,2878,75000,0.33287,non-default,"40,171"
37,117000,90,634,Y,1968,5000,149900,0.3936,non-default,"52,354"
44,309000,76,790,Y,1024,1568,111500,0.653061,non-default,"40,171"
41,61750,95,703,N,1176,5950,61750,0.197647,non-default,"40,171"
40,181250,97,701,N,0,4089,254000,0,non-default,"49,894"
31,98000,100,698,N,0,6000,195000,0,non-default,"44,286"
37,86100,95,681,N,4342,8832,305000,0.491621,non-default,"53,275"
28,118650,95,746,N,1379,3011,122000,0.457987,non-default,"38,550"
34,278100,90,699,N,915,5025,250000,0.182101,non-default,"51,022"
39,48500,97,646,N,1811,6663,250000,0.271799,non-default,"39,000"
37,85500,95,631,Y,662,2281,74000,0.290224,non-default,"39,000"
38,113850,90,647,Y,959,3952,71000,0.242662,non-default,"44,160"
33,310000,76,635,N,2177,3749,156000,0.580688,non-default,"44,476"
33,156275,95,752,N,949,1678,74500,0.565554,non-default,"55,970"
23,107900,100,683,N,1002,5141,134000,0.194904,non-default,"47,220"
26,74100,95,700,N,2093,7500,280000,0.279067,non-default,"49,894"
28,129670,95,660,N,1719,5000,101500,0.3438,non-default,"40,171"
41,236495,102,691,Y,1201,1847,152603,0.650244,non-default,"37,587"
56,53000,88,537,Y,2418,7069,219000,0.342057,non-default,"45,787"
36,146800,98,692,N,1815,3372,164579,0.538256,non-default,"43,217"
30,285000,100,674,N,1260,3667,190835,0.343605,non-default,"43,217"
32,139900,100,776,N,1902,5762,177900,0.330094,non-default,"56,763"
30,139500,90,593,Y,2631,4095,139112,0.642491,non-default,"43,217"
31,65000,100,767,N,2268,5818,190000,0.389825,non-default,"47,220"
58,305000,100,638,N,1605,4000,123500,0.40125,non-default,"40,171"
38,86600,98,691,N,436,6126,55000,0.071172,non-default,"40,171"
42,67400,90,689,Y,1850,3400,145000,0.544118,non-default,"55,970"
43,129950,100,676,N,836,3591,89000,0.232804,non-default,"44,160"
41,297459,102,706,N,1773,5025,203000,0.352858,non-default,"44,286"
37,235200,98,642,N,1166,5025,132038,0.232054,non-default,"41,275"
23,54900,100,591,Y,1588,3786,137711,0.41944,non-default,"39,000"
37,175000,100,714,N,982,2250,99000,0.436444,non-default,"39,000"
27,129200,95,643,N,1700,3787,138500,0.448904,non-default,"39,326"
24,175136,98,719,N,1264,3700,163900,0.341622,non-default,"46,984"
33,126250,99,782,N,2061,4755,161127,0.433438,non-default,"40,171"
37,315000,100,745,N,1219,3553,74900,0.34309,non-default,"44,160"
46,163000,100,693,Y,2667,3676,165018,0.725517,non-default,"51,022"
53,118750,95,704,N,0,7880,382082,0,non-default,"49,894"
29,122675,100,591,N,1846,4650,115000,0.396989,non-default,"44,160"
26,165282,100,711,N,1166,2929,76500,0.398088,non-default,"44,160"
24,124500,100,788,N,643,2713,108000,0.237007,non-default,"48,688"
54,146000,100,568,Y,1491,2499,95200,0.596639,non-default,"43,217"
50,64000,97,718,N,2213,6450,265000,0.343101,non-default,"56,763"
37,127675,100,698,Y,731,2626,95000,0.27837,non-default,"43,003"
